-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	-	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> TOCKAZAREZ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	<specifikatori_deklaracije> -> KR_CONST <specifikatori_deklaracije>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	-	-	-	<definicija_funkcije> -> <specifikatori_deklaracije> <izravni_deklarator> <slozena_naredba>	<definicija_funkcije> -> <specifikatori_deklaracije> <izravni_deklarator> <slozena_naredba>	-	-	-	-	<definicija_funkcije> -> <specifikatori_deklaracije> <izravni_deklarator> <slozena_naredba>	-	<definicija_funkcije> -> <specifikatori_deklaracije> <izravni_deklarator> <slozena_naredba>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	p40	p41	-	-	p42	-	-	-	-	-	-	-	-	-	-	-	-	-	p43	p44	p45	-	-	-	p46	-	-	-	-	-	-	p47	-	-	-	p48	-	-	-	p49	p50	-	-	p51	-	s26	s27	s28	s29	s30	-	-	-	-	-	-	-	-	-	-	s31	-	-	-	-	-	-	-	s32	s33	s34	-	-	-	-	s35	s36	-	s37	-	-	-	s38	s39	-	
-	p78	-	p79	-	p80	p81	p7	p8	p82	-	p83	p84	p9	p85	p10	p86	-	p87	p88	p44	p89	-	-	-	p90	-	-	-	-	-	-	p91	-	-	-	p48	-	-	-	p49	p50	p92	-	p93	-	s52	s53	s54	s55	s56	-	s57	-	-	-	-	-	s58	s59	s60	s61	-	s62	-	-	s63	-	-	s64	s65	s66	s67	s68	s69	s70	s71	s72	-	s73	s74	s4	s75	s76	s77	-	
-	-	-	-	-	-	-	p98	p99	-	-	-	-	p100	-	p101	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	s94	-	-	-	-	-	-	-	-	-	-	-	-	-	s95	-	-	-	-	-	-	-	-	-	-	-	-	-	s96	s97	-	-	-	
-	p78	-	-	-	p80	-	-	-	-	-	-	-	-	-	-	-	-	p104	p88	p44	p89	-	-	-	p90	-	-	-	-	-	-	p91	-	-	-	p48	-	-	-	p49	p50	-	-	p93	-	s52	s53	s54	s55	s56	-	-	-	-	s102	-	-	-	-	s103	s61	-	-	-	-	-	-	-	s64	s65	s66	-	-	-	-	s71	s72	-	s73	-	-	-	s76	s77	-	
-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	-	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	<deklaracija> -> <specifikatori_deklaracije> <lista_init_deklaratora> TOCKAZAREZ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	-	p107	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	s105	s106	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<odnosni_izraz> -> <aditivni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p108	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p109	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<bin_xili_izraz> -> <bin_i_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p110	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<log_i_izraz> -> <bin_ili_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<bin_ili_izraz> -> <bin_xili_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<multiplikativni_izraz> -> <cast_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<bin_i_izraz> -> <jednakosni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p113	-	-	-	-	-	-	-	-	-	p114	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<log_ili_izraz> -> <log_i_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p115	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	p116	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p117	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<aditivni_izraz> -> <multiplikativni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p118	-	-	-	-	-	-	-	-	p119	-	-	-	p120	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<jednakosni_izraz> -> <odnosni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p121	p122	-	-	-	p123	p124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<unarni_izraz> -> <postfiks_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	p125	-	p126	-	-	-	-	-	p127	-	-	-	-	-	-	p128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<postfiks_izraz> -> <primarni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<cast_izraz> -> <unarni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	p40	-	-	-	p42	-	-	-	-	-	-	-	-	-	-	-	-	-	p43	p44	p45	-	-	-	p46	-	-	-	-	-	-	p47	-	-	-	p48	-	-	-	p49	p50	-	-	p51	-	-	-	-	-	s129	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	s36	-	s37	-	-	-	s38	s39	-	
-	-	-	-	<primarni_izraz> -> BROJ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<izravni_deklarator> -> <izravni_deklarator> L_UGL_ZAGRADA D_UGL_ZAGRADA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<primarni_izraz> -> IDN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	p149	-	-	-	p150	-	p151	p152	-	-	-	-	p153	-	p154	-	-	-	p155	p44	p156	-	-	-	p157	-	-	-	-	-	-	p158	-	-	-	p48	-	-	-	p49	p50	-	-	p159	-	s130	s131	s132	s133	s134	-	-	-	s135	-	-	-	s136	-	s137	s138	-	-	-	-	-	-	s139	s140	s141	s142	-	-	-	-	s143	s144	-	s145	-	s146	-	s147	s148	-	
-	<unarni_operator> -> MINUS	-	-	-	<unarni_operator> -> MINUS	-	-	-	-	-	-	-	-	-	-	-	-	-	<unarni_operator> -> MINUS	<unarni_operator> -> MINUS	<unarni_operator> -> MINUS	-	-	-	<unarni_operator> -> MINUS	-	-	-	-	-	-	<unarni_operator> -> MINUS	-	-	-	<unarni_operator> -> MINUS	-	-	-	<unarni_operator> -> MINUS	<unarni_operator> -> MINUS	-	-	<unarni_operator> -> MINUS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<primarni_izraz> -> NIZ_ZNAKOVA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	p40	-	-	-	p42	-	-	-	-	-	-	-	-	-	-	-	-	-	p161	p44	p45	-	-	-	p46	-	-	-	-	-	-	p47	-	-	-	p48	-	-	-	p49	p50	-	-	p51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	s36	-	s37	-	-	-	s160	s39	-	
-	p40	-	-	-	p42	-	-	-	-	-	-	-	-	-	-	-	-	-	p161	p44	p45	-	-	-	p46	-	-	-	-	-	-	p47	-	-	-	p48	-	-	-	p49	p50	-	-	p51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	s36	-	s37	-	-	-	s162	s39	-	
-	<unarni_operator> -> OP_NEG	-	-	-	<unarni_operator> -> OP_NEG	-	-	-	-	-	-	-	-	-	-	-	-	-	<unarni_operator> -> OP_NEG	<unarni_operator> -> OP_NEG	<unarni_operator> -> OP_NEG	-	-	-	<unarni_operator> -> OP_NEG	-	-	-	-	-	-	<unarni_operator> -> OP_NEG	-	-	-	<unarni_operator> -> OP_NEG	-	-	-	<unarni_operator> -> OP_NEG	<unarni_operator> -> OP_NEG	-	-	<unarni_operator> -> OP_NEG	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	<unarni_operator> -> OP_TILDA	-	-	-	<unarni_operator> -> OP_TILDA	-	-	-	-	-	-	-	-	-	-	-	-	-	<unarni_operator> -> OP_TILDA	<unarni_operator> -> OP_TILDA	<unarni_operator> -> OP_TILDA	-	-	-	<unarni_operator> -> OP_TILDA	-	-	-	-	-	-	<unarni_operator> -> OP_TILDA	-	-	-	<unarni_operator> -> OP_TILDA	-	-	-	<unarni_operator> -> OP_TILDA	<unarni_operator> -> OP_TILDA	-	-	<unarni_operator> -> OP_TILDA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	<unarni_operator> -> PLUS	-	-	-	<unarni_operator> -> PLUS	-	-	-	-	-	-	-	-	-	-	-	-	-	<unarni_operator> -> PLUS	<unarni_operator> -> PLUS	<unarni_operator> -> PLUS	-	-	-	<unarni_operator> -> PLUS	-	-	-	-	-	-	<unarni_operator> -> PLUS	-	-	-	<unarni_operator> -> PLUS	-	-	-	<unarni_operator> -> PLUS	<unarni_operator> -> PLUS	-	-	<unarni_operator> -> PLUS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<primarni_izraz> -> ZNAK	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<odnosni_izraz> -> <aditivni_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p164	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
-	-	-	-	<bin_xili_izraz> -> <bin_i_izraz>	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	p165	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
